metanode,identifier,entities_local_id,entities_global_id,entities_value,name,abbreviation
Gene,646754,Gene_14026,28874,Gene::646754,TRIM64C,G
Gene,646799,Gene_14027,28875,Gene::646799,ZAR1L,G
Gene,6468,Gene_14028,28876,Gene::6468,FBXW4,G
Gene,646817,Gene_14029,28877,Gene::646817,SETSIP,G
Gene,64682,Gene_14030,28878,Gene::64682,ANAPC1,G
Gene,646851,Gene_14031,28879,Gene::646851,FAM227A,G
Gene,646862,Gene_14032,28880,Gene::646862,RNF225,G
Gene,646865,Gene_14033,28881,Gene::646865,LOC646865,G
Gene,64689,Gene_14034,28882,Gene::64689,GORASP1,G
Gene,646892,Gene_14035,28883,Gene::646892,SH2D7,G
Gene,6469,Gene_14036,28884,Gene::6469,SHH,G
Gene,64693,Gene_14037,28885,Gene::64693,CTAGE1,G
Gene,646960,Gene_14038,28886,Gene::646960,PRSS56,G
Gene,646962,Gene_14039,28887,Gene::646962,HRCT1,G
Gene,64699,Gene_14040,28888,Gene::64699,TMPRSS3,G
Gene,6470,Gene_14041,28889,Gene::6470,SHMT1,G
Gene,647024,Gene_14042,28890,Gene::647024,C6orf132,G
Gene,647042,Gene_14043,28891,Gene::647042,GOLGA6L10,G
Gene,647060,Gene_14044,28892,Gene::647060,SPATA31A1,G
Gene,64708,Gene_14045,28893,Gene::64708,COPS7B,G
Gene,647087,Gene_14046,28894,Gene::647087,C7orf73,G
Gene,64710,Gene_14047,28895,Gene::64710,NUCKS1,G
Gene,64711,Gene_14048,28896,Gene::64711,HS3ST6,G
Gene,647135,Gene_14049,28897,Gene::647135,SRGAP2B,G
Gene,64714,Gene_14050,28898,Gene::64714,PDIA2,G
Gene,647174,Gene_14051,28899,Gene::647174,SERPINE3,G
Gene,64718,Gene_14052,28900,Gene::64718,UNKL,G
Gene,6472,Gene_14053,28901,Gene::6472,SHMT2,G
Gene,647286,Gene_14054,28902,Gene::647286,RD3L,G
Gene,6473,Gene_14055,28903,Gene::6473,SHOX,G
Gene,647309,Gene_14056,28904,Gene::647309,GMNC,G
Gene,647310,Gene_14057,28905,Gene::647310,TEX22,G
Gene,6474,Gene_14058,28906,Gene::6474,SHOX2,G
Gene,64743,Gene_14059,28907,Gene::64743,WDR13,G
Gene,64744,Gene_14060,28908,Gene::64744,SMAP2,G
Gene,64745,Gene_14061,28909,Gene::64745,METTL17,G
Gene,64746,Gene_14062,28910,Gene::64746,ACBD3,G
Gene,64747,Gene_14063,28911,Gene::64747,MFSD1,G
Gene,64748,Gene_14064,28912,Gene::64748,LPPR2,G
Gene,64750,Gene_14065,28913,Gene::64750,SMURF2,G
Gene,64753,Gene_14066,28914,Gene::64753,CCDC136,G
Gene,64754,Gene_14067,28915,Gene::64754,SMYD3,G
Gene,64755,Gene_14068,28916,Gene::64755,C16orf58,G
Gene,64756,Gene_14069,28917,Gene::64756,ATPAF1,G
Gene,64757,Gene_14070,28918,Gene::64757,MARC1,G
Gene,647589,Gene_14071,28919,Gene::647589,ANHX,G
Gene,64759,Gene_14072,28920,Gene::64759,TNS3,G
Gene,6476,Gene_14073,28921,Gene::6476,SI,G
Gene,64760,Gene_14074,28922,Gene::64760,FAM160B2,G
Gene,64761,Gene_14075,28923,Gene::64761,PARP12,G
Gene,64762,Gene_14076,28924,Gene::64762,GAREM,G
Gene,64763,Gene_14077,28925,Gene::64763,ZNF574,G
Gene,64764,Gene_14078,28926,Gene::64764,CREB3L2,G
Gene,64766,Gene_14079,28927,Gene::64766,S100PBP,G
Gene,64768,Gene_14080,28928,Gene::64768,IPPK,G
Gene,64769,Gene_14081,28929,Gene::64769,MEAF6,G
Gene,6477,Gene_14082,28930,Gene::6477,SIAH1,G
Gene,64770,Gene_14083,28931,Gene::64770,CCDC14,G
Gene,64771,Gene_14084,28932,Gene::64771,C6orf106,G
Gene,64772,Gene_14085,28933,Gene::64772,ENGASE,G
Gene,64773,Gene_14086,28934,Gene::64773,PCED1A,G
Gene,64776,Gene_14087,28935,Gene::64776,C11orf1,G
Gene,64777,Gene_14088,28936,Gene::64777,RMND5B,G
Gene,64778,Gene_14089,28937,Gene::64778,FNDC3B,G
Gene,64779,Gene_14090,28938,Gene::64779,MTHFSD,G
Gene,6478,Gene_14091,28939,Gene::6478,SIAH2,G
Gene,64780,Gene_14092,28940,Gene::64780,MICAL1,G
Gene,64781,Gene_14093,28941,Gene::64781,CERK,G
Gene,64782,Gene_14094,28942,Gene::64782,AEN,G
Gene,64783,Gene_14095,28943,Gene::64783,RBM15,G
Gene,64784,Gene_14096,28944,Gene::64784,CRTC3,G
Gene,64785,Gene_14097,28945,Gene::64785,GINS3,G
Gene,64786,Gene_14098,28946,Gene::64786,TBC1D15,G
Gene,64787,Gene_14099,28947,Gene::64787,EPS8L2,G
Gene,64788,Gene_14100,28948,Gene::64788,LMF1,G
Gene,64789,Gene_14101,28949,Gene::64789,EXO5,G
Gene,64792,Gene_14102,28950,Gene::64792,IFT22,G
Gene,64793,Gene_14103,28951,Gene::64793,CEP85,G
Gene,64794,Gene_14104,28952,Gene::64794,DDX31,G
Gene,64795,Gene_14105,28953,Gene::64795,RMND5A,G
Gene,64798,Gene_14106,28954,Gene::64798,DEPTOR,G
Gene,64799,Gene_14107,28955,Gene::64799,IQCH,G
Gene,648,Gene_14108,28956,Gene::648,BMI1,G
Gene,6480,Gene_14109,28957,Gene::6480,ST6GAL1,G
Gene,64800,Gene_14110,28958,Gene::64800,EFCAB6,G
Gene,64801,Gene_14111,28959,Gene::64801,ARV1,G
Gene,64802,Gene_14112,28960,Gene::64802,NMNAT1,G
Gene,64805,Gene_14113,28961,Gene::64805,P2RY12,G
Gene,64806,Gene_14114,28962,Gene::64806,IL25,G
Gene,64816,Gene_14115,28963,Gene::64816,CYP3A43,G
Gene,6482,Gene_14116,28964,Gene::6482,ST3GAL1,G
Gene,6483,Gene_14117,28965,Gene::6483,ST3GAL2,G
Gene,64834,Gene_14118,28966,Gene::64834,ELOVL1,G
Gene,64837,Gene_14119,28967,Gene::64837,KLC2,G
Gene,64838,Gene_14120,28968,Gene::64838,FNDC4,G
Gene,64839,Gene_14121,28969,Gene::64839,FBXL17,G
Gene,6484,Gene_14122,28970,Gene::6484,ST3GAL4,G
Gene,64840,Gene_14123,28971,Gene::64840,PORCN,G
Gene,64841,Gene_14124,28972,Gene::64841,GNPNAT1,G
Gene,64843,Gene_14125,28973,Gene::64843,ISL2,G
Gene,64844,Gene_14126,28974,Gene::64844,MARCH7,G
Gene,64847,Gene_14127,28975,Gene::64847,SPATA20,G
Gene,64848,Gene_14128,28976,Gene::64848,YTHDC2,G
Gene,64849,Gene_14129,28977,Gene::64849,SLC13A3,G
Gene,64850,Gene_14130,28978,Gene::64850,ETNPPL,G
Gene,64852,Gene_14131,28979,Gene::64852,TUT1,G
Gene,64853,Gene_14132,28980,Gene::64853,AIDA,G
Gene,64854,Gene_14133,28981,Gene::64854,USP46,G
Gene,64855,Gene_14134,28982,Gene::64855,FAM129B,G
Gene,64856,Gene_14135,28983,Gene::64856,VWA1,G
Gene,64857,Gene_14136,28984,Gene::64857,PLEKHG2,G
Gene,64858,Gene_14137,28985,Gene::64858,DCLRE1B,G
Gene,64859,Gene_14138,28986,Gene::64859,NABP1,G
Gene,64860,Gene_14139,28987,Gene::64860,ARMCX5,G
Gene,64863,Gene_14140,28988,Gene::64863,METTL4,G
Gene,64864,Gene_14141,28989,Gene::64864,RFX7,G
Gene,64866,Gene_14142,28990,Gene::64866,CDCP1,G
Gene,6487,Gene_14143,28991,Gene::6487,ST3GAL3,G
Gene,648791,Gene_14144,28992,Gene::648791,PPP1R3G,G
Gene,64881,Gene_14145,28993,Gene::64881,PCDH20,G
Gene,6489,Gene_14146,28994,Gene::6489,ST8SIA1,G
Gene,64895,Gene_14147,28995,Gene::64895,PAPOLG,G
Gene,64897,Gene_14148,28996,Gene::64897,C12orf43,G
Gene,649,Gene_14149,28997,Gene::649,BMP1,G
Gene,6490,Gene_14150,28998,Gene::6490,PMEL,G
Gene,64900,Gene_14151,28999,Gene::64900,LPIN3,G
Gene,64901,Gene_14152,29000,Gene::64901,RANBP17,G
Gene,64902,Gene_14153,29001,Gene::64902,AGXT2,G
Gene,6491,Gene_14154,29002,Gene::6491,STIL,G
Gene,64919,Gene_14155,29003,Gene::64919,BCL11B,G
Gene,6492,Gene_14156,29004,Gene::6492,SIM1,G
Gene,64921,Gene_14157,29005,Gene::64921,CASD1,G
Gene,64922,Gene_14158,29006,Gene::64922,LRRC19,G
Gene,64924,Gene_14159,29007,Gene::64924,SLC30A5,G
Gene,64925,Gene_14160,29008,Gene::64925,CCDC71,G
Gene,64926,Gene_14161,29009,Gene::64926,RASAL3,G
Gene,64927,Gene_14162,29010,Gene::64927,TTC23,G
Gene,64928,Gene_14163,29011,Gene::64928,MRPL14,G
Gene,6493,Gene_14164,29012,Gene::6493,SIM2,G
Gene,649330,Gene_14165,29013,Gene::649330,HNRNPCL3,G
Gene,6494,Gene_14166,29014,Gene::6494,SIPA1,G
Gene,64943,Gene_14167,29015,Gene::64943,NT5DC2,G
Gene,64946,Gene_14168,29016,Gene::64946,CENPH,G
Gene,64949,Gene_14169,29017,Gene::64949,MRPS26,G
Gene,6495,Gene_14170,29018,Gene::6495,SIX1,G
Gene,64951,Gene_14171,29019,Gene::64951,MRPS24,G
Gene,6496,Gene_14172,29020,Gene::6496,SIX3,G
Gene,64960,Gene_14173,29021,Gene::64960,MRPS15,G
Gene,64963,Gene_14174,29022,Gene::64963,MRPS11,G
Gene,64965,Gene_14175,29023,Gene::64965,MRPS9,G
Gene,64968,Gene_14176,29024,Gene::64968,MRPS6,G
Gene,64969,Gene_14177,29025,Gene::64969,MRPS5,G
Gene,6497,Gene_14178,29026,Gene::6497,SKI,G
Gene,64975,Gene_14179,29027,Gene::64975,MRPL41,G
Gene,64976,Gene_14180,29028,Gene::64976,MRPL40,G
Gene,64978,Gene_14181,29029,Gene::64978,MRPL38,G
Gene,64979,Gene_14182,29030,Gene::64979,MRPL36,G
Gene,6498,Gene_14183,29031,Gene::6498,SKIL,G
Gene,64981,Gene_14184,29032,Gene::64981,MRPL34,G
Gene,64983,Gene_14185,29033,Gene::64983,MRPL32,G
Gene,6499,Gene_14186,29034,Gene::6499,SKIV2L,G
Gene,650,Gene_14187,29035,Gene::650,BMP2,G
Gene,6500,Gene_14188,29036,Gene::6500,SKP1,G
Gene,65003,Gene_14189,29037,Gene::65003,MRPL11,G
Gene,65005,Gene_14190,29038,Gene::65005,MRPL9,G
Gene,65008,Gene_14191,29039,Gene::65008,MRPL1,G
Gene,65009,Gene_14192,29040,Gene::65009,NDRG4,G
Gene,65010,Gene_14193,29041,Gene::65010,SLC26A6,G
Gene,65012,Gene_14194,29042,Gene::65012,SLC26A10,G
Gene,65018,Gene_14195,29043,Gene::65018,PINK1,G
Gene,6502,Gene_14196,29044,Gene::6502,SKP2,G
Gene,650293,Gene_14197,29045,Gene::650293,LOC650293,G
Gene,6503,Gene_14198,29046,Gene::6503,SLA,G
Gene,6504,Gene_14199,29047,Gene::6504,SLAMF1,G
Gene,6505,Gene_14200,29048,Gene::6505,SLC1A1,G
Gene,65055,Gene_14201,29049,Gene::65055,REEP1,G
Gene,65056,Gene_14202,29050,Gene::65056,GPBP1,G
Gene,65057,Gene_14203,29051,Gene::65057,ACD,G
Gene,65059,Gene_14204,29052,Gene::65059,RAPH1,G
Gene,6506,Gene_14205,29053,Gene::6506,SLC1A2,G
Gene,65061,Gene_14206,29054,Gene::65061,CDK15,G
Gene,65062,Gene_14207,29055,Gene::65062,TMEM237,G
Gene,65065,Gene_14208,29056,Gene::65065,NBEAL1,G
Gene,6507,Gene_14209,29057,Gene::6507,SLC1A3,G
Gene,65078,Gene_14210,29058,Gene::65078,RTN4R,G
Gene,6508,Gene_14211,29059,Gene::6508,SLC4A3,G
Gene,65080,Gene_14212,29060,Gene::65080,MRPL44,G
Gene,65082,Gene_14213,29061,Gene::65082,VPS33A,G
Gene,65083,Gene_14214,29062,Gene::65083,NOL6,G
Gene,65084,Gene_14215,29063,Gene::65084,TMEM135,G
Gene,6509,Gene_14216,29064,Gene::6509,SLC1A4,G
Gene,65094,Gene_14217,29065,Gene::65094,JMJD4,G
Gene,65095,Gene_14218,29066,Gene::65095,KRI1,G
Gene,651,Gene_14219,29067,Gene::651,BMP3,G
Gene,6510,Gene_14220,29068,Gene::6510,SLC1A5,G
Gene,65108,Gene_14221,29069,Gene::65108,MARCKSL1,G
Gene,65109,Gene_14222,29070,Gene::65109,UPF3B,G
Gene,6511,Gene_14223,29071,Gene::6511,SLC1A6,G
Gene,65110,Gene_14224,29072,Gene::65110,UPF3A,G
Gene,65117,Gene_14225,29073,Gene::65117,RSRC2,G
Gene,6512,Gene_14226,29074,Gene::6512,SLC1A7,G
Gene,65121,Gene_14227,29075,Gene::65121,PRAMEF1,G
Gene,65122,Gene_14228,29076,Gene::65122,PRAMEF2,G
Gene,65123,Gene_14229,29077,Gene::65123,INTS3,G
Gene,65124,Gene_14230,29078,Gene::65124,SOWAHC,G
Gene,65125,Gene_14231,29079,Gene::65125,WNK1,G
Gene,6513,Gene_14232,29080,Gene::6513,SLC2A1,G
Gene,6514,Gene_14233,29081,Gene::6514,SLC2A2,G
Gene,6515,Gene_14234,29082,Gene::6515,SLC2A3,G
Gene,6517,Gene_14235,29083,Gene::6517,SLC2A4,G
Gene,651746,Gene_14236,29084,Gene::651746,ANKRD33B,G
Gene,6518,Gene_14237,29085,Gene::6518,SLC2A5,G
Gene,6519,Gene_14238,29086,Gene::6519,SLC3A1,G
Gene,652,Gene_14239,29087,Gene::652,BMP4,G
Gene,6520,Gene_14240,29088,Gene::6520,SLC3A2,G
Gene,6521,Gene_14241,29089,Gene::6521,SLC4A1,G
Gene,65217,Gene_14242,29090,Gene::65217,PCDH15,G
Gene,6522,Gene_14243,29091,Gene::6522,SLC4A2,G
Gene,65220,Gene_14244,29092,Gene::65220,NADK,G
Gene,6523,Gene_14245,29093,Gene::6523,SLC5A1,G
Gene,6524,Gene_14246,29094,Gene::6524,SLC5A2,G
Gene,65243,Gene_14247,29095,Gene::65243,ZFP69B,G
Gene,65244,Gene_14248,29096,Gene::65244,SPATS2,G
Gene,65249,Gene_14249,29097,Gene::65249,ZSWIM4,G
Gene,6525,Gene_14250,29098,Gene::6525,SMTN,G
Gene,65250,Gene_14251,29099,Gene::65250,C5orf42,G
Gene,65251,Gene_14252,29100,Gene::65251,ZNF649,G
Gene,65258,Gene_14253,29101,Gene::65258,MPPE1,G
Gene,6526,Gene_14254,29102,Gene::6526,SLC5A3,G
Gene,65260,Gene_14255,29103,Gene::65260,COA7,G
Gene,65263,Gene_14256,29104,Gene::65263,PYCRL,G
Gene,65264,Gene_14257,29105,Gene::65264,UBE2Z,G
Gene,65265,Gene_14258,29106,Gene::65265,C8orf33,G
Gene,65266,Gene_14259,29107,Gene::65266,WNK4,G
Gene,65267,Gene_14260,29108,Gene::65267,WNK3,G
Gene,65268,Gene_14261,29109,Gene::65268,WNK2,G
Gene,6527,Gene_14262,29110,Gene::6527,SLC5A4,G
Gene,6528,Gene_14263,29111,Gene::6528,SLC5A5,G
Gene,6529,Gene_14264,29112,Gene::6529,SLC6A1,G
Gene,652968,Gene_14265,29113,Gene::652968,GATSL3,G
Gene,652991,Gene_14266,29114,Gene::652991,SKOR2,G
Gene,653,Gene_14267,29115,Gene::653,BMP5,G
Gene,6530,Gene_14268,29116,Gene::6530,SLC6A2,G
Gene,653067,Gene_14269,29117,Gene::653067,XAGE1E,G
Gene,653073,Gene_14270,29118,Gene::653073,GOLGA8J,G
Gene,653082,Gene_14271,29119,Gene::653082,ZDHHC11B,G
Gene,6531,Gene_14272,29120,Gene::6531,SLC6A3,G
Gene,653121,Gene_14273,29121,Gene::653121,ZBTB8A,G
Gene,653125,Gene_14274,29122,Gene::653125,GOLGA8K,G
Gene,653140,Gene_14275,29123,Gene::653140,FAM228A,G
Gene,653145,Gene_14276,29124,Gene::653145,ANXA8,G
Gene,653149,Gene_14277,29125,Gene::653149,NBPF6,G
Gene,653192,Gene_14278,29126,Gene::653192,TRIM43B,G
Gene,6532,Gene_14279,29127,Gene::6532,SLC6A4,G
Gene,653220,Gene_14280,29128,Gene::653220,XAGE1B,G
Gene,653240,Gene_14281,29129,Gene::653240,KRTAP4-11,G
Gene,653247,Gene_14282,29130,Gene::653247,PRB2,G
Gene,653269,Gene_14283,29131,Gene::653269,POTEI,G
Gene,653275,Gene_14284,29132,Gene::653275,CFC1B,G
Gene,653282,Gene_14285,29133,Gene::653282,CT47A7,G
Gene,6533,Gene_14286,29134,Gene::6533,SLC6A6,G
Gene,653308,Gene_14287,29135,Gene::653308,ASAH2B,G
Gene,653319,Gene_14288,29136,Gene::653319,KIAA0895L,G
Gene,653333,Gene_14289,29137,Gene::653333,FAM86B2,G
Gene,653361,Gene_14290,29138,Gene::653361,NCF1,G
Gene,6534,Gene_14291,29139,Gene::6534,SLC6A7,G
Gene,653404,Gene_14292,29140,Gene::653404,FOXD4L6,G
Gene,653423,Gene_14293,29141,Gene::653423,SPAG11A,G
Gene,653427,Gene_14294,29142,Gene::653427,FOXD4L5,G
Gene,653437,Gene_14295,29143,Gene::653437,AQP12B,G
Gene,653464,Gene_14296,29144,Gene::653464,SRGAP2C,G
Gene,653486,Gene_14297,29145,Gene::653486,SCGB1C2,G
Gene,653489,Gene_14298,29146,Gene::653489,RGPD3,G
Gene,653499,Gene_14299,29147,Gene::653499,LGALS7B,G
Gene,6535,Gene_14300,29148,Gene::6535,SLC6A8,G
Gene,653505,Gene_14301,29149,Gene::653505,PPIAL4A,G
Gene,653509,Gene_14302,29150,Gene::653509,SFTPA1,G
Gene,653519,Gene_14303,29151,Gene::653519,GPR89A,G
Gene,653550,Gene_14304,29152,Gene::653550,TP53TG3C,G
Gene,653567,Gene_14305,29153,Gene::653567,TMEM236,G
Gene,653583,Gene_14306,29154,Gene::653583,PHLDB3,G
Gene,653598,Gene_14307,29155,Gene::653598,PPIAL4C,G
Gene,6536,Gene_14308,29156,Gene::6536,SLC6A9,G
Gene,653604,Gene_14309,29157,Gene::653604,HIST2H3D,G
Gene,653606,Gene_14310,29158,Gene::653606,PRAMEF22,G
Gene,653619,Gene_14311,29159,Gene::653619,PRAMEF15,G
Gene,653641,Gene_14312,29160,Gene::653641,GOLGA6C,G
Gene,653643,Gene_14313,29161,Gene::653643,GOLGA6D,G
Gene,653656,Gene_14314,29162,Gene::653656,MBD3L4,G
Gene,653657,Gene_14315,29163,Gene::653657,MBD3L3,G
Gene,653659,Gene_14316,29164,Gene::653659,TMEM183B,G
Gene,653689,Gene_14317,29165,Gene::653689,GSTT2B,G
Gene,653720,Gene_14318,29166,Gene::653720,GOLGA8M,G
Gene,653781,Gene_14319,29167,Gene::653781,POTEJ,G
Gene,653784,Gene_14320,29168,Gene::653784,MZT2A,G
Gene,6538,Gene_14321,29169,Gene::6538,SLC6A11,G
Gene,653808,Gene_14322,29170,Gene::653808,ZG16,G
Gene,653820,Gene_14323,29171,Gene::653820,FAM72B,G
Gene,653857,Gene_14324,29172,Gene::653857,ACTR3C,G
Gene,6539,Gene_14325,29173,Gene::6539,SLC6A12,G
Gene,654,Gene_14326,29174,Gene::654,BMP6,G
Gene,6540,Gene_14327,29175,Gene::6540,SLC6A13,G
Gene,6541,Gene_14328,29176,Gene::6541,SLC7A1,G
Gene,6542,Gene_14329,29177,Gene::6542,SLC7A2,G
Gene,654231,Gene_14330,29178,Gene::654231,OCM,G
Gene,654254,Gene_14331,29179,Gene::654254,ZNF732,G
Gene,6543,Gene_14332,29180,Gene::6543,SLC8A2,G
Gene,654346,Gene_14333,29181,Gene::654346,LGALS9C,G
Gene,654348,Gene_14334,29182,Gene::654348,PRAMEF16,G
Gene,654364,Gene_14335,29183,Gene::654364,NME1-NME2,G
Gene,654429,Gene_14336,29184,Gene::654429,LRTM2,G
Gene,654463,Gene_14337,29185,Gene::654463,FER1L6,G
Gene,654483,Gene_14338,29186,Gene::654483,BOLA2B,G
Gene,6545,Gene_14339,29187,Gene::6545,SLC7A4,G
Gene,654502,Gene_14340,29188,Gene::654502,IQCJ,G
Gene,6546,Gene_14341,29189,Gene::6546,SLC8A1,G
Gene,6547,Gene_14342,29190,Gene::6547,SLC8A3,G
Gene,654790,Gene_14343,29191,Gene::654790,PCP4L1,G
Gene,6548,Gene_14344,29192,Gene::6548,SLC9A1,G
Gene,6549,Gene_14345,29193,Gene::6549,SLC9A2,G
Gene,655,Gene_14346,29194,Gene::655,BMP7,G
Gene,6550,Gene_14347,29195,Gene::6550,SLC9A3,G
Gene,6553,Gene_14348,29196,Gene::6553,SLC9A5,G
Gene,6554,Gene_14349,29197,Gene::6554,SLC10A1,G
Gene,6555,Gene_14350,29198,Gene::6555,SLC10A2,G
Gene,6556,Gene_14351,29199,Gene::6556,SLC11A1,G
Gene,6557,Gene_14352,29200,Gene::6557,SLC12A1,G
Gene,6558,Gene_14353,29201,Gene::6558,SLC12A2,G
Gene,6559,Gene_14354,29202,Gene::6559,SLC12A3,G
Gene,656,Gene_14355,29203,Gene::656,BMP8B,G
Gene,6560,Gene_14356,29204,Gene::6560,SLC12A4,G
Gene,6561,Gene_14357,29205,Gene::6561,SLC13A1,G
Gene,6563,Gene_14358,29206,Gene::6563,SLC14A1,G
Gene,6564,Gene_14359,29207,Gene::6564,SLC15A1,G
Gene,6565,Gene_14360,29208,Gene::6565,SLC15A2,G
Gene,6566,Gene_14361,29209,Gene::6566,SLC16A1,G
Gene,6567,Gene_14362,29210,Gene::6567,SLC16A2,G
Gene,6568,Gene_14363,29211,Gene::6568,SLC17A1,G
Gene,6569,Gene_14364,29212,Gene::6569,SLC34A1,G
Gene,657,Gene_14365,29213,Gene::657,BMPR1A,G
Gene,6570,Gene_14366,29214,Gene::6570,SLC18A1,G
Gene,6571,Gene_14367,29215,Gene::6571,SLC18A2,G
Gene,6572,Gene_14368,29216,Gene::6572,SLC18A3,G
Gene,6573,Gene_14369,29217,Gene::6573,SLC19A1,G
Gene,6574,Gene_14370,29218,Gene::6574,SLC20A1,G
Gene,6575,Gene_14371,29219,Gene::6575,SLC20A2,G
Gene,6576,Gene_14372,29220,Gene::6576,SLC25A1,G
Gene,6578,Gene_14373,29221,Gene::6578,SLCO2A1,G
Gene,6579,Gene_14374,29222,Gene::6579,SLCO1A2,G
Gene,658,Gene_14375,29223,Gene::658,BMPR1B,G
Gene,6580,Gene_14376,29224,Gene::6580,SLC22A1,G
Gene,6581,Gene_14377,29225,Gene::6581,SLC22A3,G
Gene,6582,Gene_14378,29226,Gene::6582,SLC22A2,G
Gene,6583,Gene_14379,29227,Gene::6583,SLC22A4,G
Gene,6584,Gene_14380,29228,Gene::6584,SLC22A5,G
Gene,6585,Gene_14381,29229,Gene::6585,SLIT1,G
Gene,6586,Gene_14382,29230,Gene::6586,SLIT3,G
Gene,6588,Gene_14383,29231,Gene::6588,SLN,G
Gene,659,Gene_14384,29232,Gene::659,BMPR2,G
Gene,6590,Gene_14385,29233,Gene::6590,SLPI,G
Gene,6591,Gene_14386,29234,Gene::6591,SNAI2,G
Gene,6594,Gene_14387,29235,Gene::6594,SMARCA1,G
Gene,6595,Gene_14388,29236,Gene::6595,SMARCA2,G
Gene,6596,Gene_14389,29237,Gene::6596,HLTF,G
Gene,6597,Gene_14390,29238,Gene::6597,SMARCA4,G
Gene,65975,Gene_14391,29239,Gene::65975,STK33,G
Gene,65977,Gene_14392,29240,Gene::65977,PLEKHA3,G
Gene,65979,Gene_14393,29241,Gene::65979,PHACTR4,G
Gene,6598,Gene_14394,29242,Gene::6598,SMARCB1,G
Gene,65980,Gene_14395,29243,Gene::65980,BRD9,G
Gene,65981,Gene_14396,29244,Gene::65981,CAPRIN2,G
Gene,65982,Gene_14397,29245,Gene::65982,ZSCAN18,G
Gene,65983,Gene_14398,29246,Gene::65983,GRAMD3,G
Gene,65985,Gene_14399,29247,Gene::65985,AACS,G
Gene,65986,Gene_14400,29248,Gene::65986,ZBTB10,G
Gene,65987,Gene_14401,29249,Gene::65987,KCTD14,G
Gene,65988,Gene_14402,29250,Gene::65988,ZNF747,G
Gene,65989,Gene_14403,29251,Gene::65989,DLK2,G
Gene,6599,Gene_14404,29252,Gene::6599,SMARCC1,G
Gene,65990,Gene_14405,29253,Gene::65990,FAM173A,G
Gene,65991,Gene_14406,29254,Gene::65991,FUNDC2,G
Gene,65992,Gene_14407,29255,Gene::65992,DDRGK1,G
Gene,65993,Gene_14408,29256,Gene::65993,MRPS34,G
Gene,65997,Gene_14409,29257,Gene::65997,RASL11B,G
Gene,65998,Gene_14410,29258,Gene::65998,C11orf95,G
Gene,65999,Gene_14411,29259,Gene::65999,LRRC61,G
Gene,660,Gene_14412,29260,Gene::660,BMX,G
Gene,66000,Gene_14413,29261,Gene::66000,TMEM108,G
Gene,66002,Gene_14414,29262,Gene::66002,CYP4F12,G
Gene,66004,Gene_14415,29263,Gene::66004,LYNX1,G
Gene,66005,Gene_14416,29264,Gene::66005,CHID1,G
Gene,66008,Gene_14417,29265,Gene::66008,TRAK2,G
Gene,6601,Gene_14418,29266,Gene::6601,SMARCC2,G
Gene,6602,Gene_14419,29267,Gene::6602,SMARCD1,G
Gene,6603,Gene_14420,29268,Gene::6603,SMARCD2,G
Gene,66035,Gene_14421,29269,Gene::66035,SLC2A11,G
Gene,66036,Gene_14422,29270,Gene::66036,MTMR9,G
Gene,66037,Gene_14423,29271,Gene::66037,BOLL,G
Gene,6604,Gene_14424,29272,Gene::6604,SMARCD3,G
Gene,6605,Gene_14425,29273,Gene::6605,SMARCE1,G
Gene,6606,Gene_14426,29274,Gene::6606,SMN1,G
Gene,6607,Gene_14427,29275,Gene::6607,SMN2,G
Gene,6608,Gene_14428,29276,Gene::6608,SMO,G
Gene,6609,Gene_14429,29277,Gene::6609,SMPD1,G
Gene,661,Gene_14430,29278,Gene::661,POLR3D,G
Gene,6610,Gene_14431,29279,Gene::6610,SMPD2,G
Gene,6611,Gene_14432,29280,Gene::6611,SMS,G
Gene,6612,Gene_14433,29281,Gene::6612,SUMO3,G
Gene,6613,Gene_14434,29282,Gene::6613,SUMO2,G
Gene,6614,Gene_14435,29283,Gene::6614,SIGLEC1,G
Gene,6615,Gene_14436,29284,Gene::6615,SNAI1,G
Gene,6616,Gene_14437,29285,Gene::6616,SNAP25,G
Gene,6617,Gene_14438,29286,Gene::6617,SNAPC1,G
Gene,6618,Gene_14439,29287,Gene::6618,SNAPC2,G
Gene,6619,Gene_14440,29288,Gene::6619,SNAPC3,G
Gene,662,Gene_14441,29289,Gene::662,BNIP1,G
Gene,6620,Gene_14442,29290,Gene::6620,SNCB,G
Gene,6621,Gene_14443,29291,Gene::6621,SNAPC4,G
Gene,6622,Gene_14444,29292,Gene::6622,SNCA,G
Gene,6623,Gene_14445,29293,Gene::6623,SNCG,G
Gene,6624,Gene_14446,29294,Gene::6624,FSCN1,G
Gene,6625,Gene_14447,29295,Gene::6625,SNRNP70,G
Gene,6626,Gene_14448,29296,Gene::6626,SNRPA,G
Gene,6627,Gene_14449,29297,Gene::6627,SNRPA1,G
Gene,6628,Gene_14450,29298,Gene::6628,SNRPB,G
Gene,6629,Gene_14451,29299,Gene::6629,SNRPB2,G
Gene,663,Gene_14452,29300,Gene::663,BNIP2,G
Gene,6631,Gene_14453,29301,Gene::6631,SNRPC,G
Gene,6632,Gene_14454,29302,Gene::6632,SNRPD1,G
Gene,6633,Gene_14455,29303,Gene::6633,SNRPD2,G
Gene,6634,Gene_14456,29304,Gene::6634,SNRPD3,G
Gene,6635,Gene_14457,29305,Gene::6635,SNRPE,G
Gene,6636,Gene_14458,29306,Gene::6636,SNRPF,G
