source,metaedge,target,source_global_id,target_global_id,metaedge_global_id,source_local_id,source_metanode,target_local_id,target_metanode,source_identifier,source_name,source_abbreviation,target_identifier,target_name,target_abbreviation
Compound::DB00874,CmC,Compound::DB00852,13903,13881,24,Compound_731,Compound,Compound_709,Compound,DB00874,Guaifenesin,C,DB00852,Pseudoephedrine,C
Compound::DB00445,CmC,Compound::DB00441,13491,13487,24,Compound_319,Compound,Compound_315,Compound,DB00445,Epirubicin,C,DB00441,Gemcitabine,C
Compound::DB00686,CmC,Compound::DB08911,13720,14663,24,Compound_548,Compound,Compound_1491,Compound,DB00686,Pentosan Polysulfate,C,DB08911,Trametinib,C
Compound::DB01590,CmC,Compound::DB00947,14407,13971,24,Compound_1235,Compound,Compound_799,Compound,DB01590,Everolimus,C,DB00947,Fulvestrant,C
Compound::DB00238,CmC,Compound::DB00625,13295,13660,24,Compound_123,Compound,Compound_488,Compound,DB00238,Nevirapine,C,DB00625,Efavirenz,C
Compound::DB00683,CmC,Compound::DB00818,13717,13849,24,Compound_545,Compound,Compound_677,Compound,DB00683,Midazolam,C,DB00818,Propofol,C
Compound::DB00641,CmC,Compound::DB00177,13675,13236,24,Compound_503,Compound,Compound_64,Compound,DB00641,Simvastatin,C,DB00177,Valsartan,C
Compound::DB00783,CmC,Compound::DB00717,13815,13750,24,Compound_643,Compound,Compound_578,Compound,DB00783,Estradiol,C,DB00717,Norethindrone,C
Compound::DB00338,CmC,Compound::DB01390,13392,14337,24,Compound_220,Compound,Compound_1165,Compound,DB00338,Omeprazole,C,DB01390,Sodium bicarbonate,C
Compound::DB00297,CmC,Compound::DB00296,13353,13352,24,Compound_181,Compound,Compound_180,Compound,DB00297,Bupivacaine,C,DB00296,Ropivacaine,C
Compound::DB08864,CmC,Compound::DB08930,14638,14669,24,Compound_1466,Compound,Compound_1497,Compound,DB08864,Rilpivirine,C,DB08930,Dolutegravir,C
Compound::DB00619,CmC,Compound::DB01101,13654,14118,24,Compound_482,Compound,Compound_946,Compound,DB00619,Imatinib,C,DB01101,Capecitabine,C
Compound::DB01233,CmC,Compound::DB01009,14244,14031,24,Compound_1072,Compound,Compound_859,Compound,DB01233,Metoclopramide,C,DB01009,Ketoprofen,C
Compound::DB08865,CmC,Compound::DB00736,14639,13769,24,Compound_1467,Compound,Compound_597,Compound,DB08865,Crizotinib,C,DB00736,Esomeprazole,C
Compound::DB00721,CmC,Compound::DB00759,13754,13792,24,Compound_582,Compound,Compound_620,Compound,DB00721,Procaine,C,DB00759,Tetracycline,C
Compound::DB00642,CmC,Compound::DB00531,13676,13570,24,Compound_504,Compound,Compound_398,Compound,DB00642,Pemetrexed,C,DB00531,Cyclophosphamide,C
Compound::DB01248,CmC,Compound::DB00745,14259,13778,24,Compound_1087,Compound,Compound_606,Compound,DB01248,Docetaxel,C,DB00745,Modafinil,C
Compound::DB00413,CmC,Compound::DB01175,13462,14188,24,Compound_290,Compound,Compound_1016,Compound,DB00413,Pramipexole,C,DB01175,Escitalopram,C
Compound::DB00281,CmC,Compound::DB00204,13337,13262,24,Compound_165,Compound,Compound_90,Compound,DB00281,Lidocaine,C,DB00204,Dofetilide,C
Compound::DB00281,CmC,Compound::DB00343,13337,13396,24,Compound_165,Compound,Compound_224,Compound,DB00281,Lidocaine,C,DB00343,Diltiazem,C
Compound::DB00286,CmC,Compound::DB06702,13342,14562,24,Compound_170,Compound,Compound_1390,Compound,DB00286,Conjugated Estrogens,C,DB06702,Fesoterodine,C
Compound::DB00759,CmC,Compound::DB00207,13792,13265,24,Compound_620,Compound,Compound_93,Compound,DB00759,Tetracycline,C,DB00207,Azithromycin,C
Compound::DB00818,CmC,Compound::DB00747,13849,13780,24,Compound_677,Compound,Compound_608,Compound,DB00818,Propofol,C,DB00747,Scopolamine,C
Compound::DB01294,CmC,Compound::DB00682,14286,13716,24,Compound_1114,Compound,Compound_544,Compound,DB01294,Bismuth Subsalicylate,C,DB00682,Warfarin,C
Compound::DB00345,CmC,Compound::DB01362,13398,14326,24,Compound_226,Compound,Compound_1154,Compound,DB00345,Aminohippurate,C,DB01362,Iohexol,C
Compound::DB01229,CmC,Compound::DB00982,14241,14004,24,Compound_1069,Compound,Compound_832,Compound,DB01229,Paclitaxel,C,DB00982,Isotretinoin,C
Compound::DB00210,CmC,Compound::DB01190,13268,14202,24,Compound_96,Compound,Compound_1030,Compound,DB00210,Adapalene,C,DB01190,Clindamycin,C
Compound::DB00296,CmC,Compound::DB00807,13352,13838,24,Compound_180,Compound,Compound_666,Compound,DB00296,Ropivacaine,C,DB00807,Proparacaine,C
Compound::DB04572,CmC,Compound::DB00262,14458,13319,24,Compound_1286,Compound,Compound_147,Compound,DB04572,Thiotepa,C,DB00262,Carmustine,C
Compound::DB00586,CmC,Compound::DB00924,13621,13950,24,Compound_449,Compound,Compound_778,Compound,DB00586,Diclofenac,C,DB00924,Cyclobenzaprine,C
Compound::DB08901,CmC,Compound::DB00619,14656,13654,24,Compound_1484,Compound,Compound_482,Compound,DB08901,Ponatinib,C,DB00619,Imatinib,C
Compound::DB00773,CmC,Compound::DB00997,13805,14019,24,Compound_633,Compound,Compound_847,Compound,DB00773,Etoposide,C,DB00997,Doxorubicin,C
Compound::DB01156,CmC,Compound::DB00704,14170,13737,24,Compound_998,Compound,Compound_565,Compound,DB01156,Bupropion,C,DB00704,Naltrexone,C
Compound::DB00477,CmC,Compound::DB00738,13520,13771,24,Compound_348,Compound,Compound_599,Compound,DB00477,Chlorpromazine,C,DB00738,Pentamidine,C
Compound::DB00586,CmC,Compound::DB00929,13621,13954,24,Compound_449,Compound,Compound_782,Compound,DB00586,Diclofenac,C,DB00929,Misoprostol,C
Compound::DB00945,CmC,Compound::DB00652,13969,13686,24,Compound_797,Compound,Compound_514,Compound,DB00945,Acetylsalicylic acid,C,DB00652,Pentazocine,C
Compound::DB09009,CmC,Compound::DB00281,14704,13337,24,Compound_1532,Compound,Compound_165,Compound,DB09009,Articaine,C,DB00281,Lidocaine,C
Compound::DB00341,CmC,Compound::DB01410,13395,14353,24,Compound_223,Compound,Compound_1181,Compound,DB00341,Cetirizine,C,DB01410,Ciclesonide,C
Compound::DB00273,CmC,Compound::DB00186,13329,13245,24,Compound_157,Compound,Compound_73,Compound,DB00273,Topiramate,C,DB00186,Lorazepam,C
Compound::DB06701,CmC,Compound::DB01018,14561,14040,24,Compound_1389,Compound,Compound_868,Compound,DB06701,Dexmethylphenidate,C,DB01018,Guanfacine,C
Compound::DB01001,CmC,Compound::DB00332,14023,13386,24,Compound_851,Compound,Compound_214,Compound,DB01001,Salbutamol,C,DB00332,Ipratropium bromide,C
Compound::DB00254,CmC,Compound::DB00564,13311,13601,24,Compound_139,Compound,Compound_429,Compound,DB00254,Doxycycline,C,DB00564,Carbamazepine,C
Compound::DB00350,CmC,Compound::DB06811,13403,14601,24,Compound_231,Compound,Compound_1429,Compound,DB00350,Minoxidil,C,DB06811,Polidocanol,C
Compound::DB01022,CmC,Compound::DB00137,14044,13199,24,Compound_872,Compound,Compound_27,Compound,DB01022,Phylloquinone,C,DB00137,Xanthophyll,C
Compound::DB01406,CmC,Compound::DB00871,14349,13900,24,Compound_1177,Compound,Compound_728,Compound,DB01406,Danazol,C,DB00871,Terbutaline,C
Compound::DB00860,CmC,Compound::DB05812,13889,14509,24,Compound_717,Compound,Compound_1337,Compound,DB00860,Prednisolone,C,DB05812,Abiraterone,C
Compound::DB00281,CmC,Compound::DB00465,13337,13509,24,Compound_165,Compound,Compound_337,Compound,DB00281,Lidocaine,C,DB00465,Ketorolac,C
Compound::DB01115,CmC,Compound::DB00328,14131,13383,24,Compound_959,Compound,Compound_211,Compound,DB01115,Nifedipine,C,DB00328,Indomethacin,C
Compound::DB00541,CmC,Compound::DB08865,13578,14639,24,Compound_406,Compound,Compound_1467,Compound,DB00541,Vincristine,C,DB08865,Crizotinib,C
Compound::DB00196,CmC,Compound::DB00601,13255,13636,24,Compound_83,Compound,Compound_464,Compound,DB00196,Fluconazole,C,DB00601,Linezolid,C
Compound::DB00583,CmC,Compound::DB00718,13618,13751,24,Compound_446,Compound,Compound_579,Compound,DB00583,L-Carnitine,C,DB00718,Adefovir Dipivoxil,C
Compound::DB00897,CmC,Compound::DB00708,13924,13741,24,Compound_752,Compound,Compound_569,Compound,DB00897,Triazolam,C,DB00708,Sufentanil,C
Compound::DB00441,CmC,Compound::DB06813,13487,14602,24,Compound_315,Compound,Compound_1430,Compound,DB00441,Gemcitabine,C,DB06813,Pralatrexate,C
Compound::DB00993,CmC,Compound::DB00091,14015,13175,24,Compound_843,Compound,Compound_3,Compound,DB00993,Azathioprine,C,DB00091,Cyclosporine,C
Compound::DB00795,CmC,Compound::DB00847,13826,13877,24,Compound_654,Compound,Compound_705,Compound,DB00795,Sulfasalazine,C,DB00847,Cysteamine,C
Compound::DB01177,CmC,Compound::DB00441,14190,13487,24,Compound_1018,Compound,Compound_315,Compound,DB01177,Idarubicin,C,DB00441,Gemcitabine,C
Compound::DB01060,CmC,Compound::DB00338,14078,13392,24,Compound_906,Compound,Compound_220,Compound,DB01060,Amoxicillin,C,DB00338,Omeprazole,C
Compound::DB00749,CmC,Compound::DB00806,13782,13837,24,Compound_610,Compound,Compound_665,Compound,DB00749,Etodolac,C,DB00806,Pentoxifylline,C
Compound::DB08896,CmC,Compound::DB00412,14653,13461,24,Compound_1481,Compound,Compound_289,Compound,DB08896,Regorafenib,C,DB00412,Rosiglitazone,C
Compound::DB01043,CmC,Compound::DB00181,14062,13240,24,Compound_890,Compound,Compound_68,Compound,DB01043,Memantine,C,DB00181,Baclofen,C
Compound::DB00293,CmC,Compound::DB01229,13349,14241,24,Compound_177,Compound,Compound_1069,Compound,DB00293,Raltitrexed,C,DB01229,Paclitaxel,C
Compound::DB01177,CmC,Compound::DB00987,14190,14009,24,Compound_1018,Compound,Compound_837,Compound,DB01177,Idarubicin,C,DB00987,Cytarabine,C
Compound::DB08871,CmC,Compound::DB01590,14642,14407,24,Compound_1470,Compound,Compound_1235,Compound,DB08871,Eribulin,C,DB01590,Everolimus,C
Compound::DB04876,CmC,Compound::DB01175,14479,14188,24,Compound_1307,Compound,Compound_1016,Compound,DB04876,Vildagliptin,C,DB01175,Escitalopram,C
Compound::DB00619,CmC,Compound::DB08896,13654,14653,24,Compound_482,Compound,Compound_1481,Compound,DB00619,Imatinib,C,DB08896,Regorafenib,C
Compound::DB00598,CmC,Compound::DB00270,13633,13326,24,Compound_461,Compound,Compound_154,Compound,DB00598,Labetalol,C,DB00270,Isradipine,C
Compound::DB00762,CmC,Compound::DB00643,13795,13677,24,Compound_623,Compound,Compound_505,Compound,DB00762,Irinotecan,C,DB00643,Mebendazole,C
Compound::DB00958,CmC,Compound::DB00441,13982,13487,24,Compound_810,Compound,Compound_315,Compound,DB00958,Carboplatin,C,DB00441,Gemcitabine,C
Compound::DB00642,CmC,Compound::DB08896,13676,14653,24,Compound_504,Compound,Compound_1481,Compound,DB00642,Pemetrexed,C,DB08896,Regorafenib,C
Compound::DB00495,CmC,Compound::DB00238,13538,13295,24,Compound_366,Compound,Compound_123,Compound,DB00495,Zidovudine,C,DB00238,Nevirapine,C
Compound::DB00708,CmC,Compound::DB00904,13741,13930,24,Compound_569,Compound,Compound_758,Compound,DB00708,Sufentanil,C,DB00904,Ondansetron,C
Compound::DB01064,CmC,Compound::DB01254,14082,14265,24,Compound_910,Compound,Compound_1093,Compound,DB01064,Isoprenaline,C,DB01254,Dasatinib,C
Compound::DB08897,CmC,Compound::DB00983,14654,14005,24,Compound_1482,Compound,Compound_833,Compound,DB08897,Aclidinium,C,DB00983,Formoterol,C
Compound::DB01151,CmC,Compound::DB01175,14166,14188,24,Compound_994,Compound,Compound_1016,Compound,DB01151,Desipramine,C,DB01175,Escitalopram,C
Compound::DB01254,CmC,Compound::DB00947,14265,13971,24,Compound_1093,Compound,Compound_799,Compound,DB01254,Dasatinib,C,DB00947,Fulvestrant,C
Compound::DB00864,CmC,Compound::DB06605,13893,14545,24,Compound_721,Compound,Compound_1373,Compound,DB00864,Tacrolimus,C,DB06605,Apixaban,C
Compound::DB00749,CmC,Compound::DB00927,13782,13952,24,Compound_610,Compound,Compound_780,Compound,DB00749,Etodolac,C,DB00927,Famotidine,C
Compound::DB06813,CmC,Compound::DB00530,14602,13569,24,Compound_1430,Compound,Compound_397,Compound,DB06813,Pralatrexate,C,DB00530,Erlotinib,C
Compound::DB00479,CmC,Compound::DB00828,13522,13859,24,Compound_350,Compound,Compound_687,Compound,DB00479,Amikacin,C,DB00828,Fosfomycin,C
Compound::DB00307,CmC,Compound::DB02546,13363,14448,24,Compound_191,Compound,Compound_1276,Compound,DB00307,Bexarotene,C,DB02546,Vorinostat,C
Compound::DB00673,CmC,Compound::DB00747,13707,13780,24,Compound_535,Compound,Compound_608,Compound,DB00673,Aprepitant,C,DB00747,Scopolamine,C
Compound::DB00581,CmC,Compound::DB00904,13616,13930,24,Compound_444,Compound,Compound_758,Compound,DB00581,Lactulose,C,DB00904,Ondansetron,C
Compound::DB00945,CmC,Compound::DB01166,13969,14179,24,Compound_797,Compound,Compound_1007,Compound,DB00945,Acetylsalicylic acid,C,DB01166,Cilostazol,C
Compound::DB00595,CmC,Compound::DB00781,13630,13813,24,Compound_458,Compound,Compound_641,Compound,DB00595,Oxytetracycline,C,DB00781,Polymyxin B Sulfate,C
Compound::DB01598,CmC,Compound::DB01597,14414,14413,24,Compound_1242,Compound,Compound_1241,Compound,DB01598,Imipenem,C,DB01597,Cilastatin,C
Compound::DB00440,CmC,Compound::DB01015,13486,14037,24,Compound_314,Compound,Compound_865,Compound,DB00440,Trimethoprim,C,DB01015,Sulfamethoxazole,C
Compound::DB00708,CmC,Compound::DB00897,13741,13924,24,Compound_569,Compound,Compound_752,Compound,DB00708,Sufentanil,C,DB00897,Triazolam,C
Compound::DB00806,CmC,Compound::DB01076,13837,14094,24,Compound_665,Compound,Compound_922,Compound,DB00806,Pentoxifylline,C,DB01076,Atorvastatin,C
Compound::DB00377,CmC,Compound::DB00673,13428,13707,24,Compound_256,Compound,Compound_535,Compound,DB00377,Palonosetron,C,DB00673,Aprepitant,C
Compound::DB00853,CmC,Compound::DB00313,13882,13368,24,Compound_710,Compound,Compound_196,Compound,DB00853,Temozolomide,C,DB00313,Valproic Acid,C
Compound::DB00957,CmC,Compound::DB00977,13981,13999,24,Compound_809,Compound,Compound_827,Compound,DB00957,Norgestimate,C,DB00977,Ethinyl Estradiol,C
Compound::DB00292,CmC,Compound::DB00959,13348,13983,24,Compound_176,Compound,Compound_811,Compound,DB00292,Etomidate,C,DB00959,Methylprednisolone,C
Compound::DB08903,CmC,Compound::DB01045,14657,14064,24,Compound_1485,Compound,Compound_892,Compound,DB08903,Bedaquiline,C,DB01045,Rifampicin,C
Compound::DB00852,CmC,Compound::DB00748,13881,13781,24,Compound_709,Compound,Compound_609,Compound,DB00852,Pseudoephedrine,C,DB00748,Carbinoxamine,C
Compound::DB00850,CmC,Compound::DB00803,13879,13834,24,Compound_707,Compound,Compound_662,Compound,DB00850,Perphenazine,C,DB00803,Colistin,C
Compound::DB00681,CmC,Compound::DB00215,13715,13273,24,Compound_543,Compound,Compound_101,Compound,DB00681,Amphotericin B,C,DB00215,Citalopram,C
Compound::DB01197,CmC,Compound::DB00177,14209,13236,24,Compound_1037,Compound,Compound_64,Compound,DB01197,Captopril,C,DB00177,Valsartan,C
Compound::DB00264,CmC,Compound::DB00381,13321,13432,24,Compound_149,Compound,Compound_260,Compound,DB00264,Metoprolol,C,DB00381,Amlodipine,C
Compound::DB01234,CmC,Compound::DB00198,14245,13256,24,Compound_1073,Compound,Compound_84,Compound,DB01234,Dexamethasone,C,DB00198,Oseltamivir,C
Compound::DB00198,CmC,Compound::DB00682,13256,13716,24,Compound_84,Compound,Compound_544,Compound,DB00198,Oseltamivir,C,DB00682,Warfarin,C
Compound::DB04876,CmC,Compound::DB06292,14479,14537,24,Compound_1307,Compound,Compound_1365,Compound,DB04876,Vildagliptin,C,DB06292,Dapagliflozin,C
Compound::DB00627,CmC,Compound::DB00641,13662,13675,24,Compound_490,Compound,Compound_503,Compound,DB00627,Niacin,C,DB00641,Simvastatin,C
Compound::DB01229,CmC,Compound::DB00518,14241,13558,24,Compound_1069,Compound,Compound_386,Compound,DB01229,Paclitaxel,C,DB00518,Albendazole,C
Compound::DB08910,CmC,Compound::DB01211,14662,14223,24,Compound_1490,Compound,Compound_1051,Compound,DB08910,Pomalidomide,C,DB01211,Clarithromycin,C
Compound::DB00297,CmC,Compound::DB01236,13353,14247,24,Compound_181,Compound,Compound_1075,Compound,DB00297,Bupivacaine,C,DB01236,Sevoflurane,C
Compound::DB01132,CmC,Compound::DB00727,14148,13760,24,Compound_976,Compound,Compound_588,Compound,DB01132,Pioglitazone,C,DB00727,Nitroglycerin,C
Compound::DB00381,CmC,Compound::DB00542,13432,13579,24,Compound_260,Compound,Compound_407,Compound,DB00381,Amlodipine,C,DB00542,Benazepril,C
Compound::DB00443,CmC,Compound::DB02300,13489,14447,24,Compound_317,Compound,Compound_1275,Compound,DB00443,Betamethasone,C,DB02300,Calcipotriol,C
Compound::DB00289,CmC,Compound::DB00165,13345,13224,24,Compound_173,Compound,Compound_52,Compound,DB00289,Atomoxetine,C,DB00165,Pyridoxine,C
Compound::DB00695,CmC,Compound::DB00988,13729,14010,24,Compound_557,Compound,Compound_838,Compound,DB00695,Furosemide,C,DB00988,Dopamine,C
Compound::DB01204,CmC,Compound::DB00635,14216,13670,24,Compound_1044,Compound,Compound_498,Compound,DB01204,Mitoxantrone,C,DB00635,Prednisone,C
Compound::DB00187,CmC,Compound::DB00728,13246,13761,24,Compound_74,Compound,Compound_589,Compound,DB00187,Esmolol,C,DB00728,Rocuronium,C
Compound::DB00889,CmC,Compound::DB01065,13917,14083,24,Compound_745,Compound,Compound_911,Compound,DB00889,Granisetron,C,DB01065,Melatonin,C
Compound::DB01234,CmC,Compound::DB00635,14245,13670,24,Compound_1073,Compound,Compound_498,Compound,DB01234,Dexamethasone,C,DB00635,Prednisone,C
Compound::DB00818,CmC,Compound::DB00565,13849,13602,24,Compound_677,Compound,Compound_430,Compound,DB00818,Propofol,C,DB00565,Cisatracurium Besylate,C
Compound::DB00480,CmC,Compound::DB08865,13523,14639,24,Compound_351,Compound,Compound_1467,Compound,DB00480,Lenalidomide,C,DB08865,Crizotinib,C
Compound::DB00507,CmC,Compound::DB01059,13548,14077,24,Compound_376,Compound,Compound_905,Compound,DB00507,Nitazoxanide,C,DB01059,Norfloxacin,C
Compound::DB00281,CmC,Compound::DB01018,13337,14040,24,Compound_165,Compound,Compound_868,Compound,DB00281,Lidocaine,C,DB01018,Guanfacine,C
Compound::DB00361,CmC,Compound::DB00441,13414,13487,24,Compound_242,Compound,Compound_315,Compound,DB00361,Vinorelbine,C,DB00441,Gemcitabine,C
Compound::DB00642,CmC,Compound::DB01234,13676,14245,24,Compound_504,Compound,Compound_1073,Compound,DB00642,Pemetrexed,C,DB01234,Dexamethasone,C
Compound::DB00646,CmC,Compound::DB00410,13680,13459,24,Compound_508,Compound,Compound_287,Compound,DB00646,Nystatin,C,DB00410,Mupirocin,C
Compound::DB01224,CmC,Compound::DB08815,14236,14623,24,Compound_1064,Compound,Compound_1451,Compound,DB01224,Quetiapine,C,DB08815,Lurasidone,C
Compound::DB00787,CmC,Compound::DB00684,13818,13718,24,Compound_646,Compound,Compound_546,Compound,DB00787,Aciclovir,C,DB00684,Tobramycin,C
Compound::DB00993,CmC,Compound::DB00860,14015,13889,24,Compound_843,Compound,Compound_717,Compound,DB00993,Azathioprine,C,DB00860,Prednisolone,C
Compound::DB00398,CmC,Compound::DB00762,13447,13795,24,Compound_275,Compound,Compound_623,Compound,DB00398,Sorafenib,C,DB00762,Irinotecan,C
Compound::DB00316,CmC,Compound::DB00706,13371,13739,24,Compound_199,Compound,Compound_567,Compound,DB00316,Acetaminophen,C,DB00706,Tamsulosin,C
Compound::DB00295,CmC,Compound::DB00704,13351,13737,24,Compound_179,Compound,Compound_565,Compound,DB00295,Morphine,C,DB00704,Naltrexone,C
Compound::DB00997,CmC,Compound::DB05109,14019,14498,24,Compound_847,Compound,Compound_1326,Compound,DB00997,Doxorubicin,C,DB05109,Trabectedin,C
Compound::DB00254,CmC,Compound::DB00196,13311,13255,24,Compound_139,Compound,Compound_83,Compound,DB00254,Doxycycline,C,DB00196,Fluconazole,C
Compound::DB00531,CmC,Compound::DB00959,13570,13983,24,Compound_398,Compound,Compound_811,Compound,DB00531,Cyclophosphamide,C,DB00959,Methylprednisolone,C
Compound::DB00633,CmC,Compound::DB09009,13668,14704,24,Compound_496,Compound,Compound_1532,Compound,DB00633,Dexmedetomidine,C,DB09009,Articaine,C
Compound::DB00860,CmC,Compound::DB00620,13889,13655,24,Compound_717,Compound,Compound_483,Compound,DB00860,Prednisolone,C,DB00620,Triamcinolone,C
Compound::DB00916,CmC,Compound::DB01165,13942,14178,24,Compound_770,Compound,Compound_1006,Compound,DB00916,Metronidazole,C,DB01165,Ofloxacin,C
Compound::DB00608,CmC,Compound::DB00853,13643,13882,24,Compound_471,Compound,Compound_710,Compound,DB00608,Chloroquine,C,DB00853,Temozolomide,C
Compound::DB00682,CmC,Compound::DB00560,13716,13597,24,Compound_544,Compound,Compound_425,Compound,DB00682,Warfarin,C,DB00560,Tigecycline,C
Compound::DB00836,CmC,Compound::DB08916,13867,14666,24,Compound_695,Compound,Compound_1494,Compound,DB00836,Loperamide,C,DB08916,Afatinib,C
Compound::DB00736,CmC,Compound::DB01060,13769,14078,24,Compound_597,Compound,Compound_906,Compound,DB00736,Esomeprazole,C,DB01060,Amoxicillin,C
Compound::DB00668,CmC,Compound::DB08987,13702,14692,24,Compound_530,Compound,Compound_1520,Compound,DB00668,Epinephrine,C,DB08987,Etidocaine,C
Compound::DB00331,CmC,Compound::DB00243,13385,13300,24,Compound_213,Compound,Compound_128,Compound,DB00331,Metformin,C,DB00243,Ranolazine,C
Compound::DB01043,CmC,Compound::DB00843,14062,13873,24,Compound_890,Compound,Compound_701,Compound,DB01043,Memantine,C,DB00843,Donepezil,C
Compound::DB01183,CmC,Compound::DB01452,14196,14380,24,Compound_1024,Compound,Compound_1208,Compound,DB01183,Naloxone,C,DB01452,Heroin,C
Compound::DB00762,CmC,Compound::DB00322,13795,13377,24,Compound_623,Compound,Compound_205,Compound,DB00762,Irinotecan,C,DB00322,Floxuridine,C
Compound::DB00364,CmC,Compound::DB00741,13417,13774,24,Compound_245,Compound,Compound_602,Compound,DB00364,Sucralfate,C,DB00741,Hydrocortisone,C
Compound::DB01050,CmC,Compound::DB00465,14069,13509,24,Compound_897,Compound,Compound_337,Compound,DB01050,Ibuprofen,C,DB00465,Ketorolac,C
Compound::DB00814,CmC,Compound::DB00953,13845,13977,24,Compound_673,Compound,Compound_805,Compound,DB00814,Meloxicam,C,DB00953,Rizatriptan,C
Compound::DB01076,CmC,Compound::DB01098,14094,14115,24,Compound_922,Compound,Compound_943,Compound,DB01076,Atorvastatin,C,DB01098,Rosuvastatin,C
Compound::DB00201,CmC,Compound::DB00696,13259,13730,24,Compound_87,Compound,Compound_558,Compound,DB00201,Caffeine,C,DB00696,Ergotamine,C
Compound::DB00295,CmC,Compound::DB00497,13351,13540,24,Compound_179,Compound,Compound_368,Compound,DB00295,Morphine,C,DB00497,Oxycodone,C
Compound::DB00630,CmC,Compound::DB00169,13665,13228,24,Compound_493,Compound,Compound_56,Compound,DB00630,Alendronate,C,DB00169,Cholecalciferol,C
Compound::DB00818,CmC,Compound::DB00633,13849,13668,24,Compound_677,Compound,Compound_496,Compound,DB00818,Propofol,C,DB00633,Dexmedetomidine,C
Compound::DB00484,CmC,Compound::DB00137,13527,13199,24,Compound_355,Compound,Compound_27,Compound,DB00484,Brimonidine,C,DB00137,Xanthophyll,C
Compound::DB05109,CmC,Compound::DB01234,14498,14245,24,Compound_1326,Compound,Compound_1073,Compound,DB05109,Trabectedin,C,DB01234,Dexamethasone,C
Compound::DB00388,CmC,Compound::DB00455,13437,13500,24,Compound_265,Compound,Compound_328,Compound,DB00388,Phenylephrine,C,DB00455,Loratadine,C
Compound::DB01234,CmC,Compound::DB01233,14245,14244,24,Compound_1073,Compound,Compound_1072,Compound,DB01234,Dexamethasone,C,DB01233,Metoclopramide,C
Compound::DB00959,CmC,Compound::DB08877,13983,14645,24,Compound_811,Compound,Compound_1473,Compound,DB00959,Methylprednisolone,C,DB08877,Ruxolitinib,C
Compound::DB00531,CmC,Compound::DB00650,13570,13684,24,Compound_398,Compound,Compound_512,Compound,DB00531,Cyclophosphamide,C,DB00650,Leucovorin,C
Compound::DB00317,CmC,Compound::DB01030,13372,14051,24,Compound_200,Compound,Compound_879,Compound,DB00317,Gefitinib,C,DB01030,Topotecan,C
Compound::DB00334,CmC,Compound::DB01104,13388,14121,24,Compound_216,Compound,Compound_949,Compound,DB00334,Olanzapine,C,DB01104,Sertraline,C
Compound::DB01045,CmC,Compound::DB08930,14064,14669,24,Compound_892,Compound,Compound_1497,Compound,DB01045,Rifampicin,C,DB08930,Dolutegravir,C
Compound::DB01217,CmC,Compound::DB00783,14229,13815,24,Compound_1057,Compound,Compound_643,Compound,DB01217,Anastrozole,C,DB00783,Estradiol,C
Compound::DB00260,CmC,Compound::DB00687,13317,13721,24,Compound_145,Compound,Compound_549,Compound,DB00260,Cycloserine,C,DB00687,Fludrocortisone,C
Compound::DB01415,CmC,Compound::DB00766,14358,13799,24,Compound_1186,Compound,Compound_627,Compound,DB01415,Ceftibuten,C,DB00766,Clavulanate,C
Compound::DB01043,CmC,Compound::DB00169,14062,13228,24,Compound_890,Compound,Compound_56,Compound,DB01043,Memantine,C,DB00169,Cholecalciferol,C
Compound::DB00233,CmC,Compound::DB05521,13291,14507,24,Compound_119,Compound,Compound_1335,Compound,DB00233,Aminosalicylic Acid,C,DB05521,Telaprevir,C
Compound::DB00988,CmC,Compound::DB00770,14010,13802,24,Compound_838,Compound,Compound_630,Compound,DB00988,Dopamine,C,DB00770,Alprostadil,C
Compound::DB00972,CmC,Compound::DB00588,13994,13623,24,Compound_822,Compound,Compound_451,Compound,DB00972,Azelastine,C,DB00588,Fluticasone Propionate,C
Compound::DB00696,CmC,Compound::DB00201,13730,13259,24,Compound_558,Compound,Compound_87,Compound,DB00696,Ergotamine,C,DB00201,Caffeine,C
Compound::DB01098,CmC,Compound::DB00275,14115,13331,24,Compound_943,Compound,Compound_159,Compound,DB01098,Rosuvastatin,C,DB00275,Olmesartan,C
Compound::DB01234,CmC,Compound::DB06802,14245,14596,24,Compound_1073,Compound,Compound_1424,Compound,DB01234,Dexamethasone,C,DB06802,Nepafenac,C
Compound::DB00441,CmC,Compound::DB00361,13487,13414,24,Compound_315,Compound,Compound_242,Compound,DB00441,Gemcitabine,C,DB00361,Vinorelbine,C
Compound::DB00104,CmC,Compound::DB06212,13177,14523,24,Compound_5,Compound,Compound_1351,Compound,DB00104,Octreotide,C,DB06212,Tolvaptan,C
Compound::DB00448,CmC,Compound::DB01065,13493,14083,24,Compound_321,Compound,Compound_911,Compound,DB00448,Lansoprazole,C,DB01065,Melatonin,C
Compound::DB01268,CmC,Compound::DB06287,14276,14534,24,Compound_1104,Compound,Compound_1362,Compound,DB01268,Sunitinib,C,DB06287,Temsirolimus,C
Compound::DB02703,CmC,Compound::DB01045,14450,14064,24,Compound_1278,Compound,Compound_892,Compound,DB02703,Fusidic Acid,C,DB01045,Rifampicin,C
Compound::DB00380,CmC,Compound::DB00997,13431,14019,24,Compound_259,Compound,Compound_847,Compound,DB00380,Dexrazoxane,C,DB00997,Doxorubicin,C
