	input	true_label	pred_label	pred_score
114	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CuG|ST6GALNAC2|GpBP|ceramide biosynthetic process	0	1	0.99975246
115	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Methylnaltrexone|rev_PCiC|Quaternary Ammonium Compounds	0	1	0.99972624
116	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Difficulty sleeping|rev_CcSE|Gemcitabine	0	1	0.9996854
117	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Olanzapine	0	1	0.9996778
118	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Docetaxel	0	1	0.99959785
119	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|SLCO1A2	0	1	0.9995788
120	Naltrexone|CdG|PUF60|rev_CdG|Roxatidine acetate|CbG|HRH2|GpMF|G-protein coupled amine receptor activity	0	1	0.9995376
121	Naltrexone|CcSE|Abortion missed	0	1	0.99948406
122	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Omeprazole	0	1	0.9992342
123	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Etoposide	0	1	0.99920183
124	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Dementia Alzheimer's type|rev_CcSE|Ziprasidone	0	1	0.999108
125	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Miliaria rubra|rev_CcSE|Dasatinib	0	1	0.9990828
126	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cyclosporine	0	1	0.99900764
127	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|ABCB1	0	1	0.9986777
128	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CuG|TSC22D3|GpMF|bHLH transcription factor binding	0	1	0.9982413
129	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|oxygen binding	0	1	0.998164
130	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CREB1|GpMF|RNA polymerase II activating transcription factor binding	0	1	0.99797493
131	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CREB1	0	1	0.9977654
132	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Oily skin|rev_CcSE|Metronidazole	0	1	0.996375
133	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity	0	1	0.9958681
134	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Carboplatin	0	1	0.9958246
135	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Riluzole	0	1	0.9957569
136	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CbG|UGT1A1|GpMF|retinoic acid binding	0	1	0.9951143
137	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Diazepam	0	1	0.99366343
138	Naltrexone|CuG|TCTA|rev_CuG|Molindone|CbG|CHRM1|GpMF|G-protein coupled acetylcholine receptor activity	0	1	0.9924866
139	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4	0	1	0.992431
140	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dactinomycin	0	1	0.9914061
141	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Alcohol withdrawal syndrome	0	1	0.9891565
142	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CuG|HLA-DRA|GpMF|MHC class II receptor activity	0	1	0.9891361
143	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CuG|FOXO3|GpMF|chromatin DNA binding	0	1	0.9862434
144	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Methotrexate	0	1	0.9816119
145	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cisplatin	0	1	0.98127544
146	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|ESR1|GpBP|vagina development	0	1	0.9760242
147	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CuG|ST6GALNAC2|GpMF|sialyltransferase activity	0	1	0.975255
148	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|ALB	0	1	0.96557826
149	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pitavastatin	0	1	0.9641734
150	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|vitamin D3 25-hydroxylase activity	0	1	0.96387935
151	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Anxiety aggravated|rev_CcSE|Posaconazole	0	1	0.9549545
152	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Novobiocin	0	1	0.927983
153	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Methylnaltrexone|rev_PCiC|Opioid Antagonists|PCiC|Methylnaltrexone	0	1	0.92694384
154	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Methylnaltrexone|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity	0	1	0.9200941
155	Naltrexone|CbG|UGT1A1|GpMF|retinoic acid binding|rev_GpMF|UGT1A7|rev_CbG|Mycophenolic acid	0	1	0.89888763
156	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rilpivirine	0	1	0.6262438
157	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Daunorubicin	0	1	0.5655266
158	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CuG|HLA-DRA|GiG|PRPF40B	0	1	0.5255289
159	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vandetanib	0	0	0.49784634
160	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity	0	0	0.46338916
161	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Doxorubicin	0	0	0.44569167
162	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Silodosin	0	0	0.42136586
163	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	0	0	0.3757757
164	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vemurafenib	0	0	0.36635658
165	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Injection site induration|rev_CcSE|Azacitidine	0	0	0.29261637
166	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Topotecan	0	0	0.27495232
167	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|ALB|GpMF|pyridoxal phosphate binding	0	0	0.2597002
168	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Afatinib	0	0	0.22097488
169	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CuG|TSC22D3|GpMF|MRF binding	0	0	0.17532863
170	Naltrexone|CuG|TCTA|rev_CuG|Chlorcyclizine|CbG|HRH1|GpMF|histamine receptor activity	0	0	0.12958471
171	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Irinotecan	0	0	0.08974855
172	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Methylnaltrexone|CbG|CYP2D6|GpMF|steroid hydroxylase activity	0	0	0.07044298
173	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|ALB|GpMF|toxic substance binding	0	0	0.066220805
174	Naltrexone|CbG|OPRK1|GpMF|opioid receptor activity|rev_GpMF|OPRL1|rev_CbG|Fluspirilene	0	0	0.05183696
175	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CuG|TGFBR2|GpMF|transmembrane receptor protein serine/threonine kinase activity	0	0	0.050172377
176	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Imatinib	0	0	0.04945218
177	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Arsenic trioxide	0	0	0.029092843
178	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|vitamin D 25-hydroxylase activity	0	0	0.022758784
179	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Injection site tenderness|rev_CcSE|Phylloquinone	0	0	0.022222541
180	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nilotinib	0	0	0.020305784
181	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CcSE|Tremulousness|rev_CcSE|Naloxone	0	0	0.01968372
182	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CuG|FOXO3|GpMF|transcription cofactor binding	0	0	0.017734239
183	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Oily skin|rev_CcSE|Nandrolone decanoate	0	0	0.009598902
184	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|caffeine oxidase activity	0	0	0.005645323
185	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Injection site induration|rev_CcSE|Dexrazoxane	0	0	0.005120852
186	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Oxaliplatin	0	0	0.004422787
187	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor	0	0	0.00402855
188	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Mitoxantrone	0	0	0.0038956997
189	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|SLCO1A2|GpMF|sodium-independent organic anion transmembrane transporter activity	0	0	0.0020473425
190	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Erlotinib	0	0	0.0016451917
191	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Hydrocortisone	0	0	0.0015705095
192	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pravastatin	0	0	0.0014530274
193	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Estrone	0	0	0.0011291009
194	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CbG|CYP3A4|GpMF|aromatase activity	0	0	0.00092741585
195	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Increased thirst|rev_CcSE|Delavirdine	0	0	0.00068570045
196	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ponatinib	0	0	0.000256871
197	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Perirectal abscess|rev_CcSE|Amsacrine	0	0	3.972358e-05
198	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Cold feet|rev_CcSE|Bromocriptine	0	0	1.7714814e-05
199	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CuG|HLA-DRA|GpMF|MHC protein complex binding	0	0	1.444626e-05
200	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Testosterone	0	0	1.3293502e-05
201	Naltrexone|CuG|TGFBR2|GpMF|transforming growth factor beta receptor activity, type II|rev_GpMF|AMHR2|rev_CbG|Adenosine triphosphate	0	0	1.1326379e-05
202	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cladribine	0	0	4.3937357e-06
203	Naltrexone|CuG|TCTA|rev_CuG|Molindone|CbG|DRD2|GpMF|neurotransmitter receptor activity	0	0	2.3744535e-06
204	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Anxiety aggravated|rev_CcSE|Tetrabenazine	0	0	1.4003493e-06
205	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pazopanib	0	0	6.77107e-07
206	Naltrexone|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Gefitinib	0	0	5.846739e-07
207	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Increased thirst|rev_CcSE|Cefpodoxime	0	0	5.369287e-07
208	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naloxone|CcSE|Tremulousness|rev_CcSE|Acetohydroxamic Acid	0	0	4.690627e-07
209	Naltrexone|CcSE|Frequent headaches|rev_CcSE|Tranylcypromine	0	0	3.607239e-07
210	Naltrexone|rev_PCiC|Opioid Antagonists|PCiC|Naltrexone|CcSE|Injection site bruising|rev_CcSE|Histamine Phosphate	0	0	3.264602e-07
0	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Tolmetin|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Acetylsalicylic acid	1	1	0.99999964
1	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Etodolac|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Salicylic acid	0	1	0.99999964
2	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Sulindac|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Mefenamic acid	0	1	0.99999964
3	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ketorolac	0	1	0.99999964
4	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Diclofenac	0	1	0.99999964
5	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ibuprofen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Etodolac	0	1	0.9999995
6	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Indomethacin|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Diflunisal	0	1	0.9999995
7	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Indomethacin|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ibuprofen	0	1	0.9999995
8	Naproxen|CbG|ALB|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Ketoconazole	0	1	0.9999994
9	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Indomethacin|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam	0	1	0.9999993
10	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Nabumetone	0	1	0.9999989
11	Naproxen|CbG|SLCO1A2|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Probenecid	0	1	0.99999774
12	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Sulindac|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Oxaprozin	0	1	0.99999774
13	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ibuprofen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Piroxicam	0	1	0.99999774
14	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ibuprofen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Indomethacin	0	1	0.9999975
15	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Indomethacin|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Celecoxib	0	1	0.99999666
16	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Bromfenac	0	1	0.9999958
17	Naproxen|CbG|UGT1A1|GpMF|retinoic acid binding|rev_GpMF|LRAT|rev_CbG|Vitamin A	0	1	0.9999398
18	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Diclofenac|CbG|SLC22A11|GpMF|sodium-independent organic anion transmembrane transporter activity	0	1	0.9998448
19	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ibuprofen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ketoprofen	0	1	0.99968696
20	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ketorolac|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Nepafenac	0	1	0.9989311
21	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Meloxicam|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Sulindac	0	1	0.9826544
22	Naproxen|CbG|SLCO1A2|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Conjugated Estrogens	0	1	0.95694166
23	Naproxen|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Ketorolac|rev_PCiC|Nonsteroidal Anti-inflammatory Compounds|PCiC|Flurbiprofen	0	1	0.65998316
24	Naproxen|CbG|UGT1A1|GpMF|retinoic acid binding|rev_GpMF|CRABP2|rev_CbG|Tretinoin	0	0	0.17371225
25	Naproxen|CbG|UGT1A1|GpMF|retinoic acid binding|rev_GpMF|CRABP2|rev_CbG|Alitretinoin	0	0	0.0072643454
26	Naproxen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS2|rev_CbG|Tetrahydrobiopterin	0	0	0.00011343171
0	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Liothyronine	0	1	0.99999976
1	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Nitrendipine	0	1	0.99999976
2	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Diethylstilbestrol	0	1	0.99999976
3	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Rivastigmine	0	1	0.99999964
4	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nitrofurantoin	0	1	0.99999964
5	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Clopidogrel	0	1	0.99999964
6	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ivermectin	0	1	0.99999964
7	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Verapamil	0	1	0.99999964
8	Neostigmine|CbG|ACHE|GpMF|acetylcholinesterase activity|rev_GpMF|ACHE|rev_CbG|Lipoic Acid	0	1	0.99999964
9	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Ticagrelor	0	1	0.9999995
10	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Fluphenazine	0	1	0.9999995
11	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Levothyroxine	0	1	0.9999994
12	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dronabinol	0	1	0.9999994
13	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Clarithromycin	0	1	0.9999994
14	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sunitinib	0	1	0.9999994
15	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Dronedarone	0	1	0.9999994
16	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Ephedrine	0	1	0.9999994
17	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Biperiden	0	1	0.9999993
18	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Canagliflozin	0	1	0.9999993
19	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Omeprazole	0	1	0.9999993
20	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dabrafenib	0	1	0.9999993
21	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Methadone	0	1	0.9999993
22	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pantoprazole	0	1	0.99999917
23	Neostigmine|CbG|ACHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Mirabegron	0	1	0.99999917
24	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sumatriptan	0	1	0.99999917
25	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Lansoprazole	0	1	0.99999917
26	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Ramipril	0	1	0.99999905
27	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nelfinavir	0	1	0.99999905
28	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Chlorpromazine	0	1	0.9999989
29	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Colchicine	0	1	0.9999988
30	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Aripiprazole	0	1	0.9999987
31	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Apixaban	0	1	0.9999987
32	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Loratadine	0	1	0.9999987
33	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Procaine	0	1	0.9999987
34	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Telmisartan	0	1	0.99999857
35	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Reserpine	0	1	0.99999845
36	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Amantadine	0	1	0.99999845
37	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Cinchocaine	0	1	0.9999982
38	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Hydrocortisone	0	1	0.9999982
39	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Azelastine	0	1	0.9999981
40	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Leflunomide	0	1	0.9999981
41	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dexamethasone	0	1	0.999998
42	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Metoprolol	0	1	0.9999975
43	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Etravirine	0	1	0.99999726
44	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Ibuprofen	0	1	0.99999714
45	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Diazepam	0	1	0.9999969
46	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rilpivirine	0	1	0.9999969
47	Neostigmine|CbG|BCHE|GpMF|acetylcholinesterase activity|rev_GpMF|BCHE|rev_CbG|Cyclopentolate	0	1	0.9999968
48	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ritonavir	0	1	0.9999964
49	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ezetimibe	0	1	0.9999964
50	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Fidaxomicin	0	1	0.9999949
51	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Lamotrigine	0	1	0.9999949
52	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Lamivudine	0	1	0.99999464
53	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Prazosin	0	1	0.99999285
54	Neostigmine|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sulfasalazine	0	1	0.9999926
